UnixTime,104,106,108,109,10A,10B,202,37106
1,静止,静止,静止,静止,静止,静止,上升飞行,静止
2,静止,静止,静止,静止,静止,静止,上升飞行,静止
3,静止,静止,静止,静止,静止,静止,上升飞行,静止
4,静止,静止,静止,静止,静止,静止,上升飞行,静止
5,静止,静止,静止,静止,静止,静止,上升飞行,静止
6,静止,静止,静止,静止,静止,静止,平飞,静止
7,静止,静止,静止,静止,静止,静止,平飞,静止
8,静止,静止,静止,静止,静止,静止,平飞,静止
9,静止,静止,静止,静止,静止,静止,平飞,静止
10,静止,静止,静止,静止,静止,静止,平飞,静止
11,静止,静止,静止,静止,静止,静止,平飞,静止
12,静止,静止,静止,静止,静止,静止,平飞,静止
13,静止,静止,静止,静止,静止,静止,平飞,静止
14,静止,静止,静止,静止,静止,静止,平飞,静止
15,静止,静止,静止,静止,静止,静止,平飞,静止
16,静止,静止,静止,静止,静止,静止,平飞,静止
17,静止,静止,静止,静止,静止,静止,平飞,静止
18,静止,静止,静止,静止,静止,静止,平飞,静止
19,静止,静止,静止,静止,静止,静止,平飞,静止
20,静止,静止,静止,静止,静止,静止,平飞,静止
21,静止,静止,静止,静止,静止,静止,平飞,静止
22,静止,静止,静止,静止,静止,静止,平飞,静止
23,静止,静止,静止,静止,静止,静止,平飞,静止
24,静止,静止,静止,静止,静止,静止,平飞,静止
25,静止,静止,静止,静止,静止,静止,平飞,静止
26,静止,静止,静止,静止,静止,静止,平飞,静止
27,静止,静止,静止,静止,静止,静止,平飞,静止
28,静止,静止,静止,静止,静止,静止,平飞,静止
29,静止,静止,静止,静止,静止,静止,平飞,静止
30,静止,静止,静止,静止,静止,静止,平飞,静止
31,静止,静止,静止,静止,静止,静止,平飞,静止
32,静止,静止,静止,静止,静止,静止,平飞,静止
33,静止,静止,静止,静止,静止,静止,平飞,静止
34,静止,静止,静止,静止,静止,静止,平飞,静止
35,静止,静止,静止,静止,静止,静止,平飞,静止
36,静止,静止,静止,静止,静止,静止,平飞,静止
37,静止,静止,静止,静止,静止,静止,平飞,静止
38,静止,静止,静止,静止,静止,静止,平飞,静止
39,静止,静止,静止,静止,静止,静止,平飞,静止
40,静止,静止,静止,静止,静止,静止,平飞,静止
41,静止,静止,静止,静止,静止,静止,平飞,静止
42,静止,静止,静止,静止,静止,静止,平飞,静止
43,静止,静止,静止,静止,静止,静止,平飞,静止
44,静止,静止,静止,静止,静止,静止,平飞,静止
45,静止,静止,静止,静止,静止,静止,平飞,静止
46,静止,静止,静止,静止,静止,静止,平飞,静止
47,静止,静止,静止,静止,静止,静止,平飞,静止
48,静止,静止,静止,静止,静止,静止,平飞,静止
49,静止,静止,静止,静止,静止,静止,平飞,静止
50,静止,静止,静止,静止,静止,静止,平飞,静止
51,静止,静止,静止,静止,静止,静止,平飞,静止
52,静止,静止,静止,静止,静止,静止,平飞,静止
53,静止,静止,静止,静止,静止,静止,平飞,静止
54,静止,静止,静止,静止,静止,静止,平飞,静止
55,静止,静止,静止,静止,静止,静止,平飞,静止
56,静止,静止,静止,静止,静止,静止,平飞,静止
57,静止,静止,静止,静止,静止,静止,平飞,静止
58,静止,静止,静止,静止,静止,静止,平飞,静止
59,静止,静止,静止,静止,静止,静止,平飞,静止
60,静止,静止,静止,静止,静止,静止,平飞,静止
61,静止,静止,静止,静止,静止,静止,平飞,静止
62,静止,静止,静止,静止,静止,静止,平飞,静止
63,静止,静止,静止,静止,静止,静止,平飞,静止
64,静止,静止,静止,静止,静止,静止,平飞,静止
65,静止,静止,静止,静止,静止,静止,平飞,静止
66,静止,静止,静止,静止,静止,静止,平飞,静止
67,静止,静止,静止,静止,静止,静止,平飞,静止
68,静止,静止,静止,静止,静止,静止,平飞,静止
69,静止,静止,静止,静止,静止,静止,平飞,静止
70,静止,静止,静止,静止,静止,静止,平飞,静止
71,静止,静止,静止,静止,静止,静止,平飞,静止
72,静止,静止,静止,静止,静止,静止,平飞,静止
73,静止,静止,静止,静止,静止,静止,平飞,静止
74,静止,静止,静止,静止,静止,静止,平飞,静止
75,静止,静止,静止,静止,静止,静止,平飞,静止
76,静止,静止,静止,静止,静止,静止,平飞,静止
77,静止,静止,静止,静止,静止,静止,平飞,静止
78,静止,静止,静止,静止,静止,静止,平飞,静止
79,静止,静止,静止,静止,静止,静止,平飞,静止
80,静止,静止,静止,静止,静止,静止,平飞,静止
81,静止,静止,静止,静止,静止,静止,平飞,静止
82,静止,静止,静止,静止,静止,静止,平飞,静止
83,静止,静止,静止,静止,静止,静止,平飞,静止
84,静止,静止,静止,静止,静止,静止,平飞,静止
85,静止,静止,静止,静止,静止,静止,平飞,静止
86,静止,静止,静止,静止,静止,静止,平飞,静止
87,静止,静止,静止,静止,静止,静止,平飞,静止
88,静止,静止,静止,静止,静止,静止,平飞,静止
89,静止,静止,静止,静止,静止,静止,平飞,静止
90,静止,静止,静止,静止,静止,静止,平飞,静止
91,静止,静止,静止,静止,静止,静止,平飞,静止
92,静止,静止,静止,静止,静止,静止,平飞,静止
93,静止,静止,静止,静止,静止,静止,平飞,静止
94,静止,静止,静止,静止,静止,静止,平飞,静止
95,静止,静止,静止,静止,静止,静止,平飞,静止
96,静止,静止,静止,静止,静止,静止,平飞,静止
97,静止,静止,静止,静止,静止,静止,平飞,静止
98,静止,静止,静止,静止,静止,静止,平飞,静止
99,静止,静止,静止,静止,静止,静止,平飞,静止
100,静止,静止,静止,静止,静止,静止,平飞,静止
101,静止,静止,静止,静止,静止,静止,平飞,静止
102,静止,静止,静止,静止,静止,静止,平飞,静止
103,静止,静止,静止,静止,静止,静止,平飞,静止
104,静止,静止,静止,静止,静止,静止,平飞,静止
105,静止,静止,静止,静止,静止,静止,平飞,静止
106,静止,静止,静止,静止,静止,静止,平飞,静止
107,静止,静止,静止,静止,静止,静止,平飞,静止
108,静止,静止,静止,静止,静止,静止,平飞,静止
109,静止,静止,静止,静止,静止,静止,平飞,静止
110,静止,静止,静止,静止,静止,静止,平飞,静止
111,静止,静止,静止,静止,静止,静止,平飞,静止
112,静止,静止,静止,静止,静止,静止,平飞,静止
113,静止,静止,静止,静止,静止,静止,平飞,静止
114,静止,静止,静止,静止,静止,静止,平飞,静止
115,静止,静止,静止,静止,静止,静止,平飞,静止
116,静止,静止,静止,静止,静止,静止,平飞,静止
117,静止,静止,静止,静止,静止,静止,平飞,静止
118,静止,静止,静止,静止,静止,静止,平飞,静止
119,静止,静止,静止,静止,静止,静止,平飞,静止
120,静止,静止,静止,静止,静止,静止,平飞,静止
121,静止,静止,静止,静止,静止,静止,平飞,静止
122,静止,静止,静止,静止,静止,静止,平飞,静止
123,静止,静止,静止,静止,静止,静止,平飞,静止
124,静止,静止,静止,静止,静止,静止,平飞,静止
125,静止,静止,静止,静止,静止,静止,平飞,静止
126,静止,静止,静止,静止,静止,静止,平飞,静止
127,静止,静止,静止,静止,静止,静止,平飞,静止
128,静止,静止,静止,静止,静止,静止,平飞,静止
129,静止,静止,静止,静止,静止,静止,平飞,静止
130,静止,静止,静止,静止,静止,静止,平飞,静止
131,静止,静止,静止,静止,静止,静止,平飞,静止
132,静止,静止,静止,静止,静止,静止,平飞,静止
133,静止,静止,静止,静止,静止,静止,平飞,静止
134,静止,静止,静止,静止,静止,静止,平飞,静止
135,静止,静止,静止,静止,静止,静止,平飞,静止
136,静止,静止,静止,静止,静止,静止,平飞,静止
137,静止,静止,静止,静止,静止,静止,平飞,静止
138,静止,静止,静止,静止,静止,静止,平飞,静止
139,静止,静止,静止,静止,静止,静止,平飞,静止
140,静止,静止,静止,静止,静止,静止,平飞,静止
141,静止,静止,静止,静止,静止,静止,平飞,静止
142,静止,静止,静止,静止,静止,静止,平飞,静止
143,静止,静止,静止,静止,静止,静止,平飞,静止
144,静止,静止,静止,静止,静止,静止,平飞,静止
145,静止,静止,静止,静止,静止,静止,平飞,静止
146,静止,静止,静止,静止,静止,静止,平飞,静止
147,静止,静止,静止,静止,静止,静止,平飞,静止
148,静止,静止,静止,静止,静止,静止,平飞,静止
149,静止,静止,静止,静止,静止,静止,平飞,静止
150,静止,静止,静止,静止,静止,静止,平飞,静止
151,静止,静止,静止,静止,静止,静止,平飞,静止
152,静止,静止,静止,静止,静止,静止,平飞,静止
153,静止,静止,静止,静止,静止,静止,平飞,静止
154,静止,静止,静止,静止,静止,静止,平飞,静止
155,静止,静止,静止,静止,静止,静止,平飞,静止
156,静止,静止,静止,静止,静止,静止,平飞,静止
157,静止,静止,静止,静止,静止,静止,平飞,静止
158,静止,静止,静止,静止,静止,静止,平飞,静止
159,静止,静止,静止,静止,静止,静止,平飞,静止
160,静止,静止,静止,静止,静止,静止,平飞,静止
161,静止,静止,静止,静止,静止,静止,平飞,静止
162,静止,静止,静止,静止,静止,静止,平飞,静止
163,静止,静止,静止,静止,静止,静止,平飞,静止
164,静止,静止,静止,静止,静止,静止,平飞,静止
165,静止,静止,静止,静止,静止,静止,平飞,静止
166,静止,静止,静止,静止,静止,静止,平飞,静止
167,静止,静止,静止,静止,静止,静止,平飞,静止
168,静止,静止,静止,静止,静止,静止,平飞,静止
169,静止,静止,静止,静止,静止,静止,平飞,静止
170,静止,静止,静止,静止,静止,静止,平飞,静止
171,静止,静止,静止,静止,静止,静止,平飞,静止
172,静止,静止,静止,静止,静止,静止,平飞,静止
173,静止,静止,静止,静止,静止,静止,平飞,静止
174,静止,静止,静止,静止,静止,静止,平飞,静止
175,静止,静止,静止,静止,静止,静止,平飞,静止
176,静止,静止,静止,静止,静止,静止,平飞,静止
177,静止,静止,静止,静止,静止,静止,平飞,静止
178,静止,静止,静止,静止,静止,静止,平飞,静止
179,静止,静止,静止,静止,静止,静止,平飞,静止
180,静止,静止,静止,静止,静止,静止,平飞,静止
181,静止,静止,静止,静止,静止,静止,平飞,静止
182,静止,静止,静止,静止,静止,静止,平飞,静止
183,静止,静止,静止,静止,静止,静止,平飞,静止
184,静止,静止,静止,静止,静止,静止,平飞,静止
185,静止,静止,静止,静止,静止,静止,平飞,静止
186,静止,静止,静止,静止,静止,静止,平飞,静止
187,静止,静止,静止,静止,静止,静止,平飞,静止
188,静止,静止,静止,静止,静止,静止,平飞,静止
189,静止,静止,静止,静止,静止,静止,平飞,静止
190,静止,静止,静止,静止,静止,静止,平飞,静止
191,静止,静止,静止,静止,静止,静止,平飞,静止
192,静止,静止,静止,静止,静止,静止,平飞,静止
193,静止,静止,静止,静止,静止,静止,平飞,静止
194,静止,静止,静止,静止,静止,静止,平飞,静止
195,静止,静止,静止,静止,静止,静止,平飞,静止
196,静止,静止,静止,静止,静止,静止,平飞,静止
197,静止,静止,静止,静止,静止,静止,平飞,静止
198,静止,静止,静止,静止,静止,静止,平飞,静止
199,静止,静止,静止,静止,静止,静止,平飞,静止
200,静止,静止,静止,静止,静止,静止,平飞,静止
201,静止,静止,静止,静止,静止,静止,平飞,静止
202,静止,静止,静止,静止,静止,静止,平飞,静止
203,静止,静止,静止,静止,静止,静止,平飞,静止
204,静止,静止,静止,静止,静止,静止,平飞,静止
205,静止,静止,静止,静止,静止,静止,平飞,静止
206,静止,静止,静止,静止,静止,静止,平飞,静止
207,静止,静止,静止,静止,静止,静止,平飞,静止
208,静止,静止,静止,静止,静止,静止,平飞,静止
209,静止,静止,静止,静止,静止,静止,平飞,静止
210,静止,静止,静止,静止,静止,静止,平飞,静止
211,静止,静止,静止,静止,静止,静止,平飞,静止
212,静止,静止,静止,静止,静止,静止,平飞,静止
213,静止,静止,静止,静止,静止,静止,平飞,静止
214,静止,静止,静止,静止,静止,静止,平飞,静止
215,静止,静止,静止,静止,静止,静止,平飞,静止
216,静止,静止,静止,静止,静止,静止,平飞,静止
217,静止,静止,静止,静止,静止,静止,平飞,静止
218,静止,静止,静止,静止,静止,静止,平飞,静止
219,静止,静止,静止,静止,静止,静止,平飞,静止
220,静止,静止,静止,静止,静止,静止,平飞,静止
221,静止,静止,静止,静止,静止,静止,平飞,静止
222,静止,静止,静止,静止,静止,静止,平飞,静止
223,静止,静止,静止,静止,静止,静止,平飞,静止
224,静止,静止,静止,静止,静止,静止,平飞,静止
225,静止,静止,静止,静止,静止,静止,平飞,静止
226,静止,静止,静止,静止,静止,静止,平飞,静止
227,静止,静止,静止,静止,静止,静止,平飞,静止
228,静止,静止,静止,静止,静止,静止,平飞,静止
229,静止,静止,静止,静止,静止,静止,平飞,静止
230,静止,静止,静止,静止,静止,静止,平飞,静止
231,静止,静止,静止,静止,静止,静止,平飞,静止
232,静止,静止,静止,静止,静止,静止,平飞,静止
233,静止,静止,静止,静止,静止,静止,平飞,静止
234,静止,静止,静止,静止,静止,静止,平飞,静止
235,静止,静止,静止,静止,静止,静止,平飞,静止
236,静止,静止,静止,静止,静止,静止,平飞,静止
237,静止,静止,静止,静止,静止,静止,平飞,静止
238,静止,静止,静止,静止,静止,静止,平飞,静止
239,静止,静止,静止,静止,静止,静止,平飞,静止
240,静止,静止,静止,静止,静止,静止,平飞,静止
241,静止,静止,静止,静止,静止,静止,平飞,静止
242,静止,静止,静止,静止,静止,静止,平飞,静止
243,静止,静止,静止,静止,静止,静止,平飞,静止
244,静止,静止,静止,静止,静止,静止,平飞,静止
245,静止,静止,静止,静止,静止,静止,平飞,静止
246,静止,静止,静止,静止,静止,静止,平飞,静止
247,静止,静止,静止,静止,静止,静止,平飞,静止
248,静止,静止,静止,静止,静止,静止,平飞,静止
249,静止,静止,静止,静止,静止,静止,平飞,静止
250,静止,静止,静止,静止,静止,静止,平飞,静止
251,静止,静止,静止,静止,静止,静止,平飞,静止
252,静止,静止,静止,静止,静止,静止,平飞,静止
253,静止,静止,静止,静止,静止,静止,平飞,静止
254,静止,静止,静止,静止,静止,静止,平飞,静止
255,静止,静止,静止,静止,静止,静止,平飞,静止
256,静止,静止,静止,静止,静止,静止,平飞,静止
257,静止,静止,静止,静止,静止,静止,平飞,静止
258,静止,静止,静止,静止,静止,静止,平飞,静止
259,静止,静止,静止,静止,静止,静止,平飞,静止
260,静止,静止,静止,静止,静止,静止,平飞,静止
261,静止,静止,静止,静止,静止,静止,平飞,静止
262,静止,静止,静止,静止,静止,静止,平飞,静止
263,静止,静止,静止,静止,静止,静止,平飞,静止
264,静止,静止,静止,静止,静止,静止,平飞,静止
265,静止,静止,静止,静止,静止,静止,平飞,静止
266,静止,静止,静止,静止,静止,静止,平飞,静止
267,静止,静止,静止,静止,静止,静止,平飞,静止
268,静止,静止,静止,静止,静止,静止,平飞,静止
269,静止,静止,静止,静止,静止,静止,平飞,静止
270,静止,静止,静止,静止,静止,静止,平飞,静止
271,静止,静止,静止,静止,静止,静止,平飞,静止
272,静止,静止,静止,静止,静止,静止,平飞,静止
273,静止,静止,静止,静止,静止,静止,平飞,静止
274,静止,静止,静止,静止,静止,静止,平飞,静止
275,静止,静止,静止,静止,静止,静止,平飞,静止
276,静止,静止,静止,静止,静止,静止,平飞,静止
277,静止,静止,静止,静止,静止,静止,平飞,静止
278,静止,静止,静止,静止,静止,静止,平飞,静止
279,静止,静止,静止,静止,静止,静止,平飞,静止
280,静止,静止,静止,静止,静止,静止,平飞,静止
281,静止,静止,静止,静止,静止,静止,平飞,静止
282,静止,静止,静止,静止,静止,静止,平飞,静止
283,静止,静止,静止,静止,静止,静止,平飞,静止
284,静止,静止,静止,静止,静止,静止,平飞,静止
285,静止,静止,静止,静止,静止,静止,平飞,静止
286,静止,静止,静止,静止,静止,静止,平飞,静止
287,静止,静止,静止,静止,静止,静止,平飞,静止
288,静止,静止,静止,静止,静止,静止,平飞,静止
289,静止,静止,静止,静止,静止,静止,平飞,静止
290,静止,静止,静止,静止,静止,静止,平飞,静止
291,静止,静止,静止,静止,静止,静止,平飞,静止
292,静止,静止,静止,静止,静止,静止,平飞,静止
293,静止,静止,静止,静止,静止,静止,平飞,静止
294,静止,静止,静止,静止,静止,静止,平飞,静止
295,静止,静止,静止,静止,静止,静止,平飞,静止
296,静止,静止,静止,静止,静止,静止,平飞,静止
297,静止,静止,静止,静止,静止,静止,平飞,静止
298,静止,静止,静止,静止,静止,静止,平飞,静止
299,静止,静止,静止,静止,静止,静止,平飞,静止
300,静止,静止,静止,静止,静止,静止,平飞,静止
301,静止,静止,静止,静止,静止,静止,平飞,静止
302,静止,静止,静止,静止,静止,静止,平飞,静止
303,静止,静止,静止,静止,静止,静止,平飞,静止
304,静止,静止,静止,静止,静止,静止,平飞,静止
305,静止,静止,静止,静止,静止,静止,平飞,静止
306,静止,静止,静止,静止,静止,静止,平飞,静止
307,静止,静止,静止,静止,静止,静止,平飞,静止
308,静止,静止,静止,静止,静止,静止,平飞,静止
309,静止,静止,静止,静止,静止,静止,平飞,静止
310,静止,静止,静止,静止,静止,静止,平飞,静止
311,静止,静止,静止,静止,静止,静止,平飞,静止
312,静止,静止,静止,静止,静止,静止,平飞,静止
313,静止,静止,静止,静止,静止,静止,平飞,静止
314,静止,静止,静止,静止,静止,静止,平飞,静止
315,静止,静止,静止,静止,静止,静止,平飞,静止
316,静止,静止,静止,静止,静止,静止,平飞,静止
317,静止,静止,静止,静止,静止,静止,平飞,静止
318,静止,静止,静止,静止,静止,静止,平飞,静止
319,静止,静止,静止,静止,静止,静止,平飞,静止
320,静止,静止,静止,静止,静止,静止,平飞,静止
321,静止,静止,静止,静止,静止,静止,平飞,静止
322,静止,静止,静止,静止,静止,静止,平飞,静止
323,静止,静止,静止,静止,静止,静止,平飞,静止
324,静止,静止,静止,静止,静止,静止,平飞,静止
325,静止,静止,静止,静止,静止,静止,平飞,静止
326,静止,静止,静止,静止,静止,静止,平飞,静止
327,静止,静止,静止,静止,静止,静止,平飞,静止
328,静止,静止,静止,静止,静止,静止,平飞,静止
329,静止,静止,静止,静止,静止,静止,平飞,静止
330,静止,静止,静止,静止,静止,静止,平飞,静止
331,静止,静止,静止,静止,静止,静止,平飞,静止
332,静止,静止,静止,静止,静止,静止,平飞,静止
333,静止,静止,静止,静止,静止,静止,平飞,静止
334,静止,静止,静止,静止,静止,静止,平飞,静止
335,静止,静止,静止,静止,静止,静止,平飞,静止
336,静止,静止,静止,静止,静止,静止,平飞,静止
337,静止,静止,静止,静止,静止,静止,平飞,静止
338,静止,静止,静止,静止,静止,静止,平飞,静止
339,静止,静止,静止,静止,静止,静止,平飞,静止
340,静止,静止,静止,静止,静止,静止,平飞,静止
341,静止,静止,静止,静止,静止,静止,平飞,静止
342,静止,静止,静止,静止,静止,静止,平飞,静止
343,静止,静止,静止,静止,静止,静止,平飞,静止
344,静止,静止,静止,静止,静止,静止,平飞,静止
345,静止,静止,静止,静止,静止,静止,平飞,静止
346,静止,静止,静止,静止,静止,静止,平飞,静止
347,静止,静止,静止,静止,静止,静止,平飞,静止
348,静止,静止,静止,静止,静止,静止,平飞,静止
349,静止,静止,静止,静止,静止,静止,平飞,静止
350,静止,静止,静止,静止,静止,静止,平飞,静止
351,静止,静止,静止,静止,静止,静止,平飞,静止
352,静止,静止,静止,静止,静止,静止,平飞,静止
353,静止,静止,静止,静止,静止,静止,平飞,静止
354,静止,静止,静止,下降飞行,静止,静止,平飞,静止
355,静止,静止,静止,平飞,静止,静止,平飞,静止
356,静止,静止,静止,平飞,静止,静止,平飞,静止
357,静止,静止,静止,平飞,静止,静止,平飞,静止
358,静止,静止,静止,平飞,静止,静止,平飞,静止
359,静止,静止,静止,平飞,静止,静止,平飞,静止
360,静止,下降飞行,静止,平飞,静止,静止,平飞,静止
361,静止,平飞,静止,平飞,静止,静止,平飞,静止
362,静止,平飞,静止,平飞,静止,静止,平飞,静止
363,静止,平飞,静止,平飞,静止,静止,平飞,静止
364,静止,平飞,静止,平飞,静止,静止,平飞,静止
365,静止,平飞,静止,平飞,静止,静止,平飞,静止
366,静止,平飞,静止,平飞,静止,静止,平飞,静止
367,静止,平飞,静止,平飞,静止,静止,平飞,静止
368,静止,平飞,静止,平飞,静止,静止,平飞,静止
369,静止,平飞,静止,平飞,静止,静止,平飞,静止
370,静止,平飞,静止,平飞,静止,静止,平飞,静止
371,静止,平飞,静止,平飞,静止,静止,平飞,静止
372,静止,平飞,静止,平飞,静止,静止,平飞,静止
373,静止,平飞,静止,平飞,静止,静止,平飞,静止
374,静止,平飞,静止,平飞,静止,静止,平飞,静止
375,静止,平飞,静止,平飞,静止,静止,平飞,静止
376,静止,平飞,静止,平飞,静止,静止,平飞,静止
377,静止,平飞,静止,平飞,静止,静止,平飞,静止
378,静止,平飞,静止,平飞,静止,静止,平飞,静止
379,静止,平飞,静止,平飞,静止,静止,平飞,静止
380,静止,平飞,静止,平飞,静止,静止,平飞,静止
381,静止,平飞,静止,平飞,静止,静止,平飞,静止
382,静止,平飞,静止,平飞,静止,静止,平飞,静止
383,静止,平飞,静止,平飞,静止,静止,平飞,静止
384,下降飞行,平飞,静止,平飞,静止,静止,平飞,静止
385,平飞,平飞,静止,平飞,静止,静止,平飞,静止
386,平飞,平飞,静止,平飞,静止,静止,平飞,静止
387,平飞,平飞,静止,平飞,静止,静止,平飞,静止
388,平飞,平飞,静止,平飞,静止,静止,平飞,静止
389,平飞,平飞,静止,平飞,静止,静止,平飞,静止
390,平飞,平飞,静止,平飞,静止,静止,平飞,静止
391,平飞,平飞,静止,平飞,静止,静止,平飞,静止
392,平飞,平飞,静止,平飞,静止,静止,平飞,静止
393,平飞,平飞,静止,平飞,静止,静止,平飞,静止
394,平飞,平飞,静止,平飞,静止,静止,平飞,静止
395,平飞,平飞,静止,平飞,静止,静止,平飞,静止
396,平飞,平飞,静止,平飞,静止,静止,平飞,静止
397,平飞,平飞,静止,平飞,静止,静止,平飞,静止
398,平飞,平飞,静止,平飞,静止,静止,平飞,静止
399,平飞,平飞,静止,平飞,静止,静止,平飞,静止
400,平飞,平飞,静止,平飞,静止,静止,平飞,静止
401,平飞,平飞,静止,平飞,静止,静止,平飞,静止
402,平飞,平飞,静止,平飞,静止,静止,平飞,静止
403,平飞,平飞,静止,平飞,静止,静止,平飞,静止
404,平飞,平飞,静止,平飞,静止,静止,平飞,静止
405,平飞,平飞,静止,平飞,静止,静止,平飞,静止
406,平飞,平飞,静止,平飞,静止,静止,平飞,静止
407,平飞,平飞,静止,平飞,静止,静止,平飞,静止
408,平飞,平飞,静止,平飞,静止,静止,平飞,静止
409,平飞,平飞,静止,平飞,静止,静止,平飞,静止
410,平飞,平飞,静止,平飞,静止,静止,平飞,静止
411,平飞,平飞,静止,平飞,静止,静止,平飞,静止
412,平飞,平飞,静止,平飞,静止,静止,平飞,静止
413,平飞,平飞,静止,平飞,静止,静止,平飞,静止
414,平飞,平飞,静止,平飞,静止,静止,平飞,静止
415,平飞,平飞,静止,平飞,静止,静止,平飞,静止
416,平飞,平飞,静止,平飞,静止,静止,平飞,静止
417,平飞,平飞,静止,平飞,静止,静止,平飞,静止
418,平飞,平飞,静止,平飞,静止,静止,平飞,静止
419,平飞,平飞,静止,平飞,静止,静止,平飞,静止
420,平飞,平飞,静止,平飞,静止,静止,平飞,静止
421,平飞,平飞,静止,平飞,静止,静止,平飞,静止
422,平飞,平飞,静止,平飞,静止,静止,平飞,静止
423,平飞,平飞,静止,平飞,静止,静止,平飞,静止
424,平飞,平飞,静止,平飞,静止,静止,平飞,静止
425,平飞,平飞,静止,平飞,静止,静止,平飞,静止
426,平飞,平飞,静止,平飞,静止,静止,平飞,静止
427,平飞,平飞,静止,平飞,静止,静止,平飞,静止
428,平飞,平飞,静止,平飞,静止,静止,平飞,静止
429,平飞,平飞,静止,平飞,静止,静止,平飞,静止
430,平飞,平飞,静止,平飞,静止,静止,平飞,静止
431,平飞,平飞,静止,平飞,静止,静止,平飞,静止
432,平飞,平飞,静止,平飞,静止,平飞,平飞,静止
433,平飞,平飞,静止,平飞,静止,平飞,平飞,静止
434,平飞,平飞,静止,平飞,静止,平飞,平飞,静止
435,平飞,平飞,静止,平飞,静止,平飞,平飞,静止
436,平飞,平飞,静止,平飞,静止,平飞,平飞,静止
437,平飞,平飞,静止,平飞,静止,平飞,平飞,静止
438,平飞,平飞,静止,平飞,静止,平飞,平飞,静止
439,平飞,平飞,静止,平飞,静止,平飞,平飞,静止
440,平飞,平飞,静止,平飞,静止,平飞,平飞,静止
441,平飞,平飞,静止,平飞,静止,平飞,平飞,静止
442,平飞,平飞,静止,平飞,静止,平飞,平飞,静止
443,平飞,平飞,静止,平飞,静止,平飞,平飞,静止
444,平飞,平飞,静止,平飞,静止,平飞,平飞,静止
445,平飞,平飞,静止,平飞,静止,平飞,平飞,静止
446,平飞,平飞,静止,平飞,静止,平飞,平飞,静止
447,平飞,平飞,静止,平飞,静止,平飞,平飞,静止
448,平飞,平飞,静止,平飞,静止,平飞,平飞,静止
449,平飞,平飞,静止,平飞,静止,平飞,平飞,静止
450,平飞,平飞,静止,平飞,静止,平飞,平飞,静止
451,平飞,平飞,静止,平飞,静止,平飞,平飞,静止
452,平飞,平飞,静止,平飞,静止,平飞,平飞,静止
453,平飞,平飞,静止,平飞,静止,平飞,平飞,静止
454,平飞,平飞,静止,平飞,静止,平飞,平飞,静止
455,平飞,平飞,静止,平飞,静止,平飞,平飞,静止
456,平飞,平飞,静止,平飞,静止,平飞,平飞,静止
457,平飞,平飞,静止,平飞,静止,平飞,平飞,静止
458,平飞,平飞,静止,平飞,静止,平飞,平飞,静止
459,平飞,平飞,静止,平飞,静止,平飞,平飞,静止
460,平飞,平飞,静止,平飞,静止,平飞,平飞,静止
461,平飞,平飞,静止,平飞,静止,平飞,平飞,静止
462,平飞,平飞,静止,平飞,静止,平飞,平飞,静止
463,平飞,平飞,静止,平飞,静止,平飞,平飞,静止
464,平飞,平飞,静止,平飞,静止,平飞,平飞,静止
465,平飞,平飞,静止,平飞,静止,平飞,平飞,静止
466,平飞,平飞,静止,平飞,静止,平飞,平飞,静止
467,平飞,平飞,静止,平飞,静止,平飞,平飞,静止
468,平飞,平飞,静止,平飞,静止,平飞,平飞,静止
469,平飞,平飞,静止,平飞,静止,平飞,平飞,静止
470,平飞,平飞,静止,平飞,静止,平飞,平飞,静止
471,平飞,平飞,静止,平飞,静止,平飞,平飞,静止
472,平飞,平飞,静止,平飞,静止,平飞,平飞,静止
473,平飞,平飞,静止,平飞,静止,平飞,平飞,静止
474,平飞,平飞,静止,平飞,静止,平飞,平飞,静止
475,平飞,平飞,静止,平飞,静止,平飞,平飞,静止
476,平飞,平飞,静止,平飞,静止,平飞,平飞,静止
477,平飞,平飞,静止,平飞,静止,平飞,平飞,静止
478,平飞,平飞,静止,平飞,静止,平飞,平飞,静止
479,平飞,平飞,静止,平飞,静止,平飞,平飞,静止
480,平飞,平飞,静止,平飞,静止,平飞,平飞,静止
481,平飞,平飞,静止,平飞,静止,平飞,平飞,静止
482,平飞,平飞,静止,平飞,静止,平飞,平飞,静止
483,平飞,平飞,静止,平飞,上升飞行,平飞,平飞,静止
484,平飞,平飞,静止,平飞,上升飞行,平飞,平飞,静止
485,平飞,平飞,静止,平飞,平飞,平飞,平飞,静止
486,平飞,平飞,平飞,平飞,平飞,平飞,平飞,静止
487,平飞,平飞,平飞,平飞,平飞,平飞,平飞,静止
488,平飞,平飞,平飞,平飞,平飞,平飞,平飞,静止
489,平飞,平飞,平飞,平飞,平飞,平飞,平飞,静止
490,平飞,平飞,平飞,平飞,平飞,平飞,平飞,静止
491,平飞,平飞,平飞,平飞,平飞,平飞,平飞,静止
492,平飞,平飞,平飞,平飞,平飞,平飞,平飞,静止
493,平飞,平飞,平飞,平飞,平飞,平飞,平飞,静止
494,平飞,平飞,平飞,平飞,平飞,平飞,平飞,静止
495,平飞,平飞,平飞,平飞,平飞,平飞,平飞,静止
496,平飞,平飞,平飞,平飞,平飞,平飞,平飞,静止
497,平飞,平飞,平飞,平飞,平飞,平飞,平飞,静止
498,平飞,平飞,平飞,平飞,平飞,平飞,平飞,静止
