,102,202,104,105,107,106,10A,109,10D,108,10E,10C,10B,10F
1440,1,1,3,3,3,3,3,3,3,3,3,3,34,35
1441,1,1,1,3,3,3,3,3,3,3,3,3,34,35
1442,1,1,1,3,3,3,3,3,3,3,3,3,34,3
1443,1,1,1,3,3,3,3,3,3,35,35,3,34,3
1444,1,1,1,3,3,3,3,3,3,35,35,3,34,3
1445,1,1,1,3,3,3,3,3,3,3,35,3,34,3
1446,1,1,1,3,3,3,3,3,3,3,35,3,34,3
1447,1,1,1,3,3,3,345,3,3,34,3,3,34,3
1448,1,1,1,3,3,3,345,3,3,34,3,3,34,3
1449,1,1,3,3,3,3,34,3,3,3,3,3,3,3
1450,1,1,3,3,3,35,34,3,3,3,3,3,3,3
1451,1,1,3,3,3,35,34,3,3,3,3,3,34,3
1452,1,1,3,3,3,35,34,3,3,3,3,3,34,345
1453,1,1,3,3,3,35,3,3,3,3,3,3,345,345
1454,1,1,3,3,3,3,3,3,3,3,3,3,345,345
1455,1,1,35,3,3,3,3,3,3,3,345,3,34,35
1456,1,1,35,3,3,3,3,3,3,3,345,3,34,35
1457,1,1,3,3,3,3,3,3,345,3,3,3,34,3
1458,1,1,3,3,3,3,3,3,345,3,3,3,3,3
1459,1,1,3,3,35,3,3,3,34,3,3,3,3,3
1460,1,1,3,3,35,3,3,3,34,3,3,3,3,35
1461,1,1,3,3,35,3,3,3,34,3,345,3,3,35
1462,1,1,3,3,35,3,3,3,34,3,345,3,34,3
1463,1,1,3,3,345,3,1,3,34,3,3,3,34,3
1464,1,1,3,3,345,3,1,3,34,3,3,3,34,3
1465,1,1,3,3,3,3,1,3,34,35,35,3,34,345
1466,1,1,3,35,3,3,1,3,34,35,35,3,34,345
1467,1,1,35,35,35,3,1,3,34,35,35,3,34,34
1468,1,1,35,34,35,3,1,3,34,35,35,34,34,34
1469,1,1,34,34,3,3,3,3,3,3,35,34,34,34
1470,1,1,34,3,3,3,3,3,3,3,35,3,34,34
1471,1,1,34,3,3,3,345,3,345,3,34,3,34,34
1472,1,1,34,3,3,3,345,3,345,3,34,3,34,34
1473,1,1,34,3,3,3,3,3,34,3,3,3,34,34
1474,1,1,34,3,3,3,3,3,34,3,3,3,3,345
1475,1,1,34,3,3,3,3,3,34,3,3,3,3,345
1476,1,1,34,3,3,3,3,3,34,3,3,3,3,34
1477,1,1,34,3,3,3,3,3,3,3,3,3,3,34
1478,1,1,34,3,3,3,3,3,3,3,3,3,3,3
1479,1,1,3,3,3,3,3,1,3,3,3,3,3,3
1480,1,1,3,3,3,3,34,1,3,3,3,3,3,3
1481,1,1,3,3,3,34,34,1,35,3,35,3,3,35
1482,1,1,3,3,3,34,35,1,35,3,35,3,3,35
1483,1,1,3,3,3,34,35,2,3,1,3,3,3,3
1484,1,1,3,35,3,34,34,2,3,1,3,3,3,3
1485,1,1,3,35,3,34,34,2,3,1,35,3,3,2
1486,1,1,3,3,3,34,3,2,3,1,35,3,3,2
1487,1,1,3,3,3,34,3,2,1,3,3,3,3,2
1488,1,1,3,3,3,45,45,2,1,3,3,3,3,2
1489,1,1,3,3,3,45,45,1,2,1,2,3,3,25
1490,1,1,3,3,3,24,345,1,2,1,2,3,3,25
1491,1,1,3,3,3,24,345,1,2,3,2,3,3,25
1492,1,1,3,3,3,245,34,1,2,3,2,3,3,25
1493,1,1,3,3,3,245,34,1,2,3,2,3,3,2
1494,1,1,3,34,3,24,34,1,2,3,2,25,3,2
1495,1,1,3,34,3,24,34,1,2,3,2,25,345,2
1496,1,1,3,34,3,24,345,1,2,3,2,2,345,2
1497,1,1,3,34,3,34,345,2,2,3,2,2,34,2
1498,1,1,3,34,3,34,34,2,2,3,2,2,34,2
1499,1,1,3,34,1,34,34,2,2,3,2,2,34,2
1500,1,1,3,3,1,34,34,2,2,3,2,2,34,2
1501,1,1,3,3,1,34,34,2,2,3,2,2,34,1
1502,1,1,3,3,1,3,34,2,2,3,2,2,34,1
1503,1,1,3,3,3,3,1,25,2,1,2,2,34,3
1504,1,1,3,3,3,3,2,25,2,1,2,2,3,3
1505,1,1,3,3,1,3,2,25,2,1,2,2,3,3
1506,1,1,3,3,1,34,245,25,2,1,2,2,3,3
1507,1,1,3,3,2,34,245,24,2,1,2,2,3,3
1508,1,1,3,3,2,34,2,24,2,1,2,245,3,3
1509,1,1,3,3,2,34,2,2,2,1,2,245,3,3
1510,1,1,3,3,2,34,2,2,2,1,2,245,3,3
1511,1,1,3,3,2,34,2,3,2,1,2,245,3,3
1512,1,1,3,3,2,34,2,3,2,1,2,24,35,1
1513,1,1,3,3,2,34,2,3,2,3,2,24,35,3
1514,1,1,3,345,2,34,245,3,2,3,2,4,3,3
1515,1,1,3,345,2,34,245,3,2,2,2,4,3,3
1516,1,1,3,34,2,34,2,3,2,2,2,34,345,3
1517,15,1,3,34,2,34,2,3,2,2,2,34,345,3
1518,15,1,3,3,2,3,245,3,2,2,2,34,34,35
1519,4,1,3,3,1,3,245,3,2,2,2,34,34,35
1520,4,1,3,3,1,3,2,3,2,2,2,34,34,3
1521,4,1,3,3,3,3,2,3,2,3,2,34,34,3
1522,4,1,3,3,3,3,24,3,2,3,2,34,34,35
1523,4,1,3,3,3,3,24,345,2,1,2,34,34,35
1524,4,1,3,3,3,3,24,345,2,1,2,3,34,245
1525,4,1,3,3,3,3,24,34,2,1,2,3,34,245
1526,4,1,3,3,3,3,2,34,2,3,2,3,34,2
1527,4,1,3,35,3,3,2,34,2,3,2,3,34,2
1528,4,1,3,35,3,345,2,34,2,3,2,345,34,2
1529,4,1,3,3,3,345,2,34,2,3,2,345,34,2
1530,4,1,3,3,3,34,2,3,2,3,2,34,34,2
1531,4,1,3,3,3,34,2,3,2,3,2,34,34,2
1532,4,1,3,3,3,34,2,3,1,3,2,34,34,2
1533,4,1,3,3,3,34,2,3,3,3,2,34,34,2
1534,4,1,3,3,3,34,2,3,3,3,2,34,34,1
1535,4,1,3,3,3,34,2,3,3,3,2,3,3,1
1536,4,1,3,345,3,34,2,3,3,3,2,3,3,3
1537,4,1,3,345,3,34,2,3,3,3,2,34,3,3
1538,4,1,3,345,3,34,2,3,3,3,2,34,3,35
1539,4,1,3,345,3,34,2,3,3,3,2,3,3,35
1540,4,1,3,4,3,34,2,3,3,3,2,3,3,3
1541,4,1,3,4,3,3,2,3,3,3,2,3,3,3
1542,4,1,3,2,3,3,245,3,3,3,2,3,3,3
1543,4,1,3,2,3,3,245,3,3,3,2,1,345,3
1544,4,1,3,2,3,3,2,1,3,3,2,1,345,245
1545,4,1,3,2,3,3,2,1,3,3,1,2,34,245
1546,4,1,3,2,3,3,24,1,3,3,3,2,34,24
1547,4,1,3,2,3,3,24,1,35,3,3,2,34,24
1548,4,1,3,2,2,3,24,1,35,3,3,2,34,2
1549,4,1,3,2,2,3,24,1,3,3,3,2,3,2
1550,4,1,3,2,2,3,2,1,3,3,3,2,3,2
1551,4,1,3,2,2,345,2,1,345,3,3,2,3,2
1552,4,1,3,2,2,345,24,1,345,3,3,2,1,3
1553,4,1,3,2,2,3,24,1,345,2,3,2,2,3
1554,4,1,3,2,2,3,2,2,345,2,3,2,2,345
1555,4,1,3,2,2,3,2,2,345,2,3,2,2,345
1556,4,1,3,2,35,3,2,2,3,2,3,2,2,34
1557,4,1,3,2,35,3,2,2,3,2,3,2,2,34
1558,4,1,3,2,1,3,1,2,3,25,35,2,2,3
1559,4,1,3,2,5,3,1,2,3,25,35,2,2,3
1560,4,1,3,2,5,3,1,2,345,25,35,2,2,35
1561,4,1,1,2,2,3,1,2,345,25,35,2,2,35
1562,4,1,1,2,2,3,1,2,3,15,3,1,2,2
1563,4,1,2,2,2,3,1,2,3,15,3,1,2,2
1564,4,1,2,2,2,3,245,2,3,3,3,1,2,5
1565,4,1,2,3,15,3,245,2,3,3,3,1,2,5
1566,4,1,2,3,15,3,2,2,3,3,3,1,2,2
1567,4,1,2,35,1,3,2,2,3,3,3,1,2,2
1568,4,1,2,35,1,3,2,2,3,3,3,1,2,2
1569,4,1,2,3,3,3,2,2,3,3,3,1,2,2
1570,4,1,2,3,3,3,25,2,3,3,3,1,2,35
1571,4,1,2,3,3,3,25,2,3,3,3,1,2,35
1572,4,1,2,3,3,3,2,2,3,2,3,1,2,345
1573,4,1,2,3,35,3,2,2,3,2,3,1,2,345
1574,4,1,2,35,35,3,2,2,2,2,3,1,2,35
1575,4,1,2,35,3,3,2,2,2,2,3,1,245,35
1576,4,1,2,35,3,3,2,2,2,2,3,1,245,35
1577,4,1,2,3,3,1,2,2,2,2,3,1,2,35
1578,4,1,2,3,3,1,2,1,2,2,3,1,2,345
1579,4,1,2,3,3,2,2,1,2,2,3,1,2,345
1580,4,1,2,3,3,2,3,3,2,2,3,3,2,3
1581,4,1,2,3,3,2,3,3,2,2,3,3,2,3
1582,4,1,2,3,3,2,3,3,2,2,3,3,2,3
1583,1,1,2,3,3,2,3,3,2,2,1,3,2,3
1584,4,1,2,245,3,2,3,3,2,2,1,3,2,3
1585,4,1,2,245,3,2,3,3,2,2,1,3,2,3
1586,4,1,2,24,3,2,3,1,2,2,1,3,2,3
1587,4,1,2,24,3,2,3,1,2,3,1,3,2,3
1588,4,1,2,24,3,2,35,1,2,3,1,3,2,3
1589,4,1,2,24,3,2,35,1,2,3,2,3,2,3
1590,4,1,2,24,3,2,35,1,25,3,2,3,2,35
1591,4,1,2,24,3,2,35,1,25,3,45,3,2,35
1592,4,1,2,24,3,2,3,1,1,3,45,3,2,3
1593,4,1,2,24,3,2,3,1,3,3,34,3,2,3
1594,4,1,2,24,3,2,3,2,3,3,34,3,2,345
1595,4,1,2,2,3,2,3,2,3,2,34,3,2,345
1596,4,1,2,2,3,2,3,1,3,2,34,3,2,24
1597,4,1,2,3,3,2,3,1,3,2,34,3,2,24
1598,4,1,2,3,3,2,35,1,3,2,34,3,2,24
1599,4,1,2,3,3,2,35,1,3,2,34,3,2,24
1600,4,1,2,3,3,2,3,1,3,2,34,3,2,24
1601,4,1,2,1,1,2,3,1,3,2,34,3,5,24
1602,4,1,2,2,25,2,3,3,3,2,34,3,5,24
1603,4,1,2,2,25,2,3,3,3,2,34,3,25,24
1604,4,1,2,2,2,2,1,1,3,2,34,3,25,24
1605,4,1,2,2,2,2,2,1,3,2,34,3,24,24
1606,4,1,2,2,45,2,2,1,3,2,34,3,24,24
1607,4,1,2,2,45,2,2,1,3,2,34,3,24,24
1608,4,1,2,2,3,2,2,1,3,2,34,3,24,24
1609,4,1,2,2,3,2,1,1,3,2,34,3,4,24
1610,4,1,2,3,3,2,1,1,3,2,34,25,4,24
1611,4,1,2,3,3,2,1,1,3,1,34,25,34,24
1612,4,1,2,35,3,2,3,1,345,1,34,25,34,2
1613,4,1,2,35,35,2,3,1,345,4,24,25,34,2
1614,4,1,2,35,35,2,2,2,3,4,24,2,34,2
1615,4,1,2,3,3,2,2,2,3,3,24,2,34,2
1616,4,1,2,3,3,2,15,2,35,3,24,2,34,2
1617,4,1,2,1,3,2,15,2,35,3,24,2,24,2
1618,4,1,2,2,3,2,1,2,3,3,24,2,24,2
1619,4,1,2,2,3,2,1,2,3,3,24,2,24,2
1620,4,1,2,2,3,2,3,1,3,35,24,2,24,2
1621,4,1,2,2,3,2,3,1,3,35,2,2,24,2
1622,4,1,2,2,3,2,3,1,3,45,2,2,24,2
1623,4,1,2,2,3,2,3,1,3,45,2,2,24,2
1624,4,1,2,25,3,2,3,1,3,1,2,2,24,2
1625,4,1,2,25,3,2,3,1,3,1,2,2,2,2
1626,4,1,2,245,3,2,3,1,345,2,2,2,2,2
1627,4,1,2,245,4,2,3,1,345,2,2,2,245,2
1628,4,1,2,24,4,2,3,3,34,1,2,2,245,2
1629,4,1,2,24,24,2,3,3,34,1,2,2,24,2
1630,4,1,2,24,24,2,3,3,3,3,2,2,24,2
1631,4,1,2,24,24,2,3,3,3,3,2,2,4,2
1632,4,1,2,24,24,2,3,3,3,3,2,3,4,2
1633,4,1,2,24,24,2,3,3,3,3,2,3,34,2
1634,4,1,2,24,24,2,345,3,3,3,2,3,34,2
1635,4,1,2,24,24,2,345,3,3,3,2,3,34,2
1636,4,1,2,2,24,2,3,3,345,3,2,3,34,2
1637,4,1,2,2,245,2,3,3,345,3,2,3,34,2
1638,4,1,2,2,245,2,3,3,34,3,2,3,34,2
1639,4,1,2,2,24,25,3,3,34,1,2,3,5,2
1640,4,1,2,24,24,25,3,3,3,1,2,3,5,2
1641,4,1,2,24,34,2,3,3,3,1,245,3,345,2
1642,4,1,2,24,34,2,3,3,35,1,245,35,345,2
1643,4,1,2,24,3,2,3,3,35,24,2,35,345,2
1644,4,1,2,34,3,2,3,3,3,24,2,3,34,2
1645,4,1,2,34,245,2,3,35,3,24,2,3,34,2
1646,4,1,2,34,245,2,3,35,3,24,2,3,34,2
1647,4,1,25,34,2,2,3,3,3,24,245,3,34,2
1648,4,1,25,34,2,2,3,3,3,34,245,34,34,2
1649,4,1,2,34,2,2,3,3,3,34,2,34,34,2
1650,4,1,2,34,2,2,3,3,1,34,2,3,34,3
1651,4,1,2,34,2,2,3,3,1,34,2,3,3,3
1652,4,1,2,34,2,2,3,3,2,34,2,3,3,3
1653,4,1,2,34,35,2,3,3,2,34,2,3,3,3
1654,4,1,2,35,35,2,34,3,2,3,2,3,3,3
1655,4,1,2,35,35,2,34,3,2,3,2,3,24,3
1656,4,1,2,34,35,2,3,3,2,1,2,3,24,3
1657,4,1,2,34,35,2,3,3,2,1,2,25,2,3
1658,4,1,2,34,35,2,35,3,2,1,2,25,2,3
1659,4,1,2,34,3,2,35,34,2,1,2,2,2,3
1660,1,1,2,34,3,2,35,34,2,1,2,2,2,3
1661,1,1,2,34,3,2,35,3,2,1,2,2,2,3
1662,1,1,2,2,3,2,35,3,2,1,2,2,2,3
1663,1,1,2,2,3,2,35,3,2,1,2,2,245,3
1664,1,1,2,2,3,2,3,3,2,1,2,2,245,3
1665,1,1,2,2,3,2,3,1,2,1,2,2,24,3
1666,1,1,2,2,3,2,35,2,2,1,2,2,24,3
1667,1,1,2,2,3,2,35,2,2,1,2,2,2,3
1668,1,1,2,2,3,2,3,245,2,15,2,2,2,3
1669,1,1,2,2,3,2,3,245,2,15,2,245,2,3
1670,1,1,2,2,3,2,2,24,2,1,2,245,2,3
1671,1,1,2,2,3,2,2,24,2,1,2,24,2,3
1672,1,1,2,25,3,2,24,24,2,2,2,24,2,3
1673,1,1,2,25,3,2,24,24,2,2,2,2,2,3
1674,1,1,2,25,3,2,2,25,2,245,2,2,2,3
1675,1,1,2,25,3,2,2,25,2,245,2,2,2,3
1676,1,1,2,3,3,2,24,2,2,24,2,2,2,3
1677,1,1,2,3,3,2,24,2,2,24,1,2,2,3
1678,1,1,2,35,3,2,2,245,2,24,1,2,2,3
1679,1,15,2,35,3,2,2,245,2,24,3,2,2,3
1680,1,15,2,35,3,2,2,1,2,4,3,2,2,3
1681,1,4,2,35,3,2,2,1,2,4,3,2,2,3
1682,1,4,2,3,3,2,2,1,2,34,3,2,2,3
1683,1,4,2,3,3,2,2,1,2,34,3,2,2,2
1684,1,4,2,3,3,2,245,3,2,34,3,2,2,2
1685,1,4,2,3,35,2,245,3,2,34,3,2,3,2
1686,1,4,2,3,35,2,24,1,2,34,1,2,3,2
1687,1,4,2,3,3,2,24,1,2,34,1,2,3,2
1688,1,4,2,3,3,2,2,2,2,34,2,2,3,2
1689,1,4,2,3,3,2,2,2,2,34,2,2,3,2
1690,1,4,2,3,345,2,24,2,2,4,2,2,345,2
1691,1,4,2,3,345,2,24,2,2,4,2,2,345,2
1692,1,4,2,3,3,2,24,2,2,4,2,2,345,2
1693,1,4,2,3,3,2,24,2,2,4,2,2,345,25
1694,1,4,2,3,2,2,25,2,2,1,2,2,3,25
1695,1,4,2,3,2,2,25,2,2,1,2,2,3,3
1696,1,4,2,345,245,2,34,2,2,24,2,2,245,3
1697,1,4,2,345,245,2,34,2,2,24,2,2,245,3
1698,1,4,2,2,24,2,34,2,2,24,1,2,24,3
1699,1,4,2,2,24,2,34,2,2,24,1,2,24,3
1700,1,4,2,3,24,2,34,2,2,24,3,2,34,3
1701,1,4,1,3,24,2,34,2,2,24,3,2,34,3
1702,1,4,1,345,24,2,34,2,2,24,3,2,34,3
1703,1,4,3,345,24,2,34,2,2,24,3,2,34,3
1704,1,4,3,3,24,2,34,2,2,24,1,2,34,3
1705,1,4,3,3,24,2,34,2,2,24,1,2,34,3
1706,1,4,3,3,4,2,3,2,2,2,2,2,34,3
1707,1,4,3,3,4,2,3,2,2,2,2,2,3,3
1708,1,4,3,3,34,2,34,2,2,245,2,2,3,1
1709,1,4,1,3,34,2,34,2,2,245,2,2,25,1
1710,1,4,1,3,3,2,34,2,2,24,2,2,25,2
1711,1,4,2,3,3,2,34,2,2,24,2,2,25,2
1712,1,4,2,3,3,2,3,2,2,24,2,2,24,2
1713,1,4,2,3,3,2,3,2,2,24,2,2,24,2
1714,1,4,2,3,3,2,3,2,2,1,2,2,24,2
1715,1,4,1,3,3,2,3,2,2,1,2,2,24,2
1716,1,4,1,3,3,2,3,2,2,3,1,2,2,2
1717,1,4,1,3,3,2,3,2,2,3,1,2,2,2
1718,1,4,1,3,35,2,3,2,2,3,1,2,2,3
1719,1,4,1,3,35,1,3,2,2,3,1,2,2,3
1720,1,4,1,3,3,3,34,2,2,2,1,2,2,3
1721,1,4,1,3,3,3,34,2,2,2,1,2,2,3
1722,1,4,1,34,3,1,3,2,2,2,1,2,2,3
1723,1,4,1,34,3,1,3,2,2,2,1,2,2,3
1724,1,4,1,2,3,1,3,2,2,2,1,2,2,3
1725,1,4,1,2,3,3,3,2,2,2,1,2,2,245
1726,1,4,1,1,35,3,3,2,2,2,2,2,2,245
1727,1,4,1,1,35,3,3,2,2,2,2,2,245,24
1728,1,4,1,3,35,3,34,2,2,245,2,2,245,24
1729,1,4,1,3,35,3,34,2,1,245,2,2,34,245
1730,1,4,1,3,35,3,34,2,1,2,1,2,34,245
1731,1,4,1,3,35,3,34,2,1,2,1,2,34,245
1732,1,4,1,3,3,3,3,2,1,2,2,2,34,245
1733,1,4,1,3,3,3,3,2,1,2,2,2,34,24
1734,1,4,1,2,3,3,3,2,1,2,34,2,34,24
1735,1,4,1,2,3,3,3,2,2,2,34,2,34,24
1736,1,4,1,2,3,3,34,2,2,3,3,2,34,24
1737,1,4,1,2,3,3,34,2,2,3,3,2,3,2
1738,1,4,1,2,2,3,3,2,2,3,3,2,3,2
1739,1,4,1,2,2,3,3,2,2,3,3,2,3,2
1740,1,4,1,2,25,3,35,2,2,3,3,2,3,2
1741,1,4,1,2,25,3,35,2,2,3,1,2,1,24
1742,1,4,1,2,2,3,3,2,2,3,1,2,1,24
1743,1,4,1,2,2,3,3,2,2,3,1,2,245,2
1744,1,4,245,2,2,3,34,2,2,345,1,2,245,2
1745,1,4,245,2,2,3,34,2,2,345,1,2,34,2
1746,1,4,3,24,2,3,34,2,2,3,1,2,34,2
1747,1,4,3,24,2,3,34,2,2,3,1,2,2,3
1748,1,4,34,24,2,3,3,2,2,3,1,2,2,3
1749,1,4,34,24,2,1,3,2,25,3,1,2,3,3
1750,1,4,34,24,2,1,3,2,25,3,1,2,3,3
1751,1,4,34,24,2,1,3,2,345,3,45,2,3,3
1752,1,4,34,245,2,1,3,2,345,3,45,2,3,3
1753,1,4,34,245,2,1,3,2,34,3,24,2,3,1
1754,1,4,34,24,2,3,34,2,34,3,24,2,3,1
1755,1,4,34,24,2,3,34,2,3,3,34,2,3,1
1756,1,4,34,24,2,3,3,2,3,35,34,2,3,1
1757,1,4,34,24,2,3,3,2,3,35,2,2,345,3
1758,1,4,34,24,245,35,3,2,3,245,2,2,345,3
1759,1,4,34,24,245,35,3,2,3,245,2,2,3,1
1760,1,4,34,2,245,3,3,2,3,24,2,2,3,1
1761,1,4,34,2,245,3,3,2,1,24,2,2,2,1
1762,1,4,34,4,24,1,3,2,1,4,2,2,2,1
1763,1,4,34,4,24,1,3,2,1,4,1,2,2,3
1764,1,4,34,3,24,1,3,1,1,34,1,2,2,3
1765,1,4,34,3,24,1,3,1,2,34,1,2,2,3
1766,1,4,34,3,34,2,34,1,2,34,1,2,2,3
1767,1,4,34,3,34,2,34,1,2,34,1,245,2,3
1768,1,4,3,3,1,2,34,1,2,34,1,245,2,3
1769,1,4,3,3,3,2,34,1,2,34,1,24,2,3
1770,1,4,3,3,3,2,3,1,2,34,1,24,2,1
1771,1,4,3,3,345,2,3,1,2,34,1,1,2,1
1772,1,4,3,3,345,1,3,1,2,34,1,1,2,2
1773,1,4,3,3,34,1,3,1,2,34,3,34,2,2
1774,1,4,3,2,34,1,345,1,2,34,3,34,2,2
1775,1,4,3,2,34,1,345,1,2,34,3,34,2,2
1776,1,4,3,3,34,1,34,2,2,34,3,34,2,1
1777,1,4,3,3,34,1,34,2,2,34,3,34,2,1
1778,1,4,3,3,34,1,34,1,2,34,3,1,2,2
1779,1,4,3,3,34,1,34,1,2,34,3,1,3,2
1780,1,4,3,3,34,1,34,2,2,34,3,2,3,2
1781,1,4,3,3,34,1,34,2,2,34,3,2,245,2
1782,1,4,3,2,34,1,34,1,2,34,3,2,245,2
1783,1,4,3,2,34,1,34,1,2,34,3,2,34,2
1784,1,4,3,245,34,1,34,2,2,4,3,2,34,2
1785,1,4,3,245,34,1,34,2,2,4,3,2,2,2
1786,1,4,3,25,34,1,34,25,2,24,3,2,2,2
1787,1,4,3,25,34,1,34,25,2,24,3,2,2,1
1788,1,4,3,35,34,1,34,24,2,4,3,2,2,1
1789,1,4,3,35,34,1,34,24,2,4,3,2,2,2
1790,1,4,3,2,4,1,3,24,2,24,3,245,2,2
1791,1,4,3,2,4,1,3,24,2,24,3,245,2,2
1792,1,4,3,2,34,1,3,2,2,24,3,245,2,2
1793,1,4,3,24,34,1,3,2,2,24,3,24,2,25
1794,1,4,3,24,24,1,2,2,2,24,3,24,2,25
1795,1,4,3,2,24,1,2,2,245,24,35,24,2,2
1796,1,4,3,2,245,1,2,1,245,24,35,24,2,2
1797,1,4,3,2,245,1,2,1,4,24,24,1,2,2
1798,1,4,3,2,24,1,2,3,4,24,24,1,2,2
1799,1,4,3,25,24,1,2,3,34,24,24,2,2,2
1800,1,4,3,25,2,3,25,3,34,2,24,2,2,2
1801,1,4,3,24,2,3,25,3,34,2,34,2,2,2
1802,1,4,3,24,34,3,24,3,34,2,34,2,2,2
1803,1,4,1,45,34,3,24,3,345,2,34,2,2,2
1804,1,4,1,45,3,1,24,3,345,2,34,2,2,2
1805,1,4,1,3,3,1,24,1,34,2,34,2,2,1
1806,1,4,1,3,3,1,24,1,34,2,34,2,2,3
1807,1,4,2,3,3,1,24,3,34,2,34,2,2,3
1808,1,4,2,3,245,1,24,3,34,2,34,2,2,3
1809,1,4,2,3,245,3,24,1,34,1,34,2,2,3
1810,1,4,2,3,245,3,24,1,34,1,34,2,2,3
1811,1,4,1,3,245,3,2,1,34,3,34,2,2,3
1812,1,4,1,3,245,3,2,1,34,3,34,2,2,3
1813,1,4,1,3,245,3,2,3,34,3,34,2,2,3
1814,1,4,1,3,4,3,2,3,34,3,3,2,2,345
1815,1,4,1,3,4,3,2,1,34,3,3,2,2,345
1816,1,4,1,3,34,3,2,1,34,3,3,2,2,3
1817,1,4,1,3,34,3,2,1,34,3,3,2,2,3
1818,1,4,1,35,34,3,2,1,3,3,34,2,245,3
1819,1,4,1,35,34,3,2,1,3,3,34,2,245,3
1820,1,4,1,35,34,3,2,1,34,3,3,2,34,3
1821,1,1,1,35,34,3,2,2,34,3,3,2,34,3
1822,1,1,1,3,34,3,2,2,3,3,3,2,34,3
1823,1,1,1,3,34,3,245,2,3,3,3,2,34,3
1824,1,1,1,3,3,3,245,2,3,15,35,2,34,1
1825,1,1,1,3,3,3,24,2,3,15,35,2,34,1
1826,1,1,1,345,35,3,24,2,3,2,35,2,34,2
1827,1,1,1,345,35,3,34,245,3,2,35,2,34,2
1828,1,1,1,3,245,3,34,245,3,24,3,1,34,2
1829,1,1,1,3,245,3,34,25,3,24,3,1,34,2
1830,1,1,1,3,24,3,34,25,3,2,3,2,34,2
1831,1,1,1,3,24,3,34,4,3,2,3,2,34,2
1832,1,1,1,3,2,3,34,4,3,2,3,2,34,2
1833,1,1,1,3,2,3,34,34,3,2,3,2,24,2
1834,1,1,1,3,2,3,34,34,3,2,3,2,24,2
1835,1,1,1,3,2,3,34,34,3,2,3,2,24,2
1836,1,1,1,3,2,3,34,34,3,2,3,1,24,2
1837,1,1,1,3,2,1,34,34,3,2,3,1,24,2
1838,1,1,1,3,2,1,34,34,1,2,3,1,24,2
1839,1,1,1,3,2,3,345,34,1,2,3,1,24,2
1840,1,1,1,3,245,3,345,34,1,2,3,1,24,2
1841,1,1,1,3,245,3,3,34,1,2,3,1,24,2
1842,1,1,1,3,24,3,3,34,1,2,1,1,24,2
1843,1,1,1,3,24,3,34,34,1,2,1,1,2,2
1844,1,1,1,3,24,3,34,34,1,2,2,1,2,2
1845,1,1,1,3,24,3,3,34,1,2,2,1,24,2
1846,1,1,1,35,34,3,3,34,1,3,2,3,24,2
1847,1,1,1,35,34,3,3,34,1,3,2,3,3,2
1848,1,1,2,3,4,3,3,34,1,3,1,4,3,2
1849,1,1,2,3,4,3,3,34,1,3,1,4,3,2
1850,1,1,3,3,2,3,3,3,1,3,3,4,3,2
1851,1,1,3,3,2,35,3,3,1,3,3,1,3,2
1852,1,1,3,3,2,35,2,34,1,3,3,1,3,2
1853,1,1,3,3,2,35,2,34,1,3,3,345,2,2
1854,1,1,3,35,24,35,1,3,1,3,3,345,2,2
1855,1,1,3,35,24,35,1,3,1,3,3,3,2,2
1856,1,1,3,3,2,345,1,35,3,3,1,3,2,2
1857,1,1,3,3,2,345,1,35,3,3,1,3,2,2
1858,1,1,3,3,24,3,2,1,3,35,1,3,2,2
1859,1,1,3,3,24,3,2,1,3,35,1,3,2,2
1860,1,1,3,3,245,3,2,1,1,35,1,3,2,2
1861,1,1,2,3,245,3,2,1,1,35,1,3,2,2
1862,1,1,2,3,2,3,35,1,1,2,1,3,2,2
1863,1,1,2,3,2,3,35,1,1,2,1,3,2,2
1864,1,1,2,3,2,3,2,1,1,2,3,3,2,2
1865,1,1,2,3,2,2,2,1,1,2,3,3,2,2
1866,1,1,2,3,2,2,2,3,1,2,3,3,2,2
1867,1,1,2,3,2,2,2,3,1,2,3,3,2,2
1868,1,1,2,34,2,2,2,3,1,2,3,3,2,25
1869,1,1,5,34,2,2,2,3,1,2,3,3,2,25
1870,1,1,5,34,24,2,2,2,2,25,3,3,2,2
1871,1,1,345,34,24,2,2,2,2,25,3,3,2,2
1872,1,1,345,24,2,2,2,2,1,2,3,3,2,2
1873,1,1,1,24,2,2,2,2,1,2,3,3,2,2
1874,1,1,1,2,24,2,2,2,1,2,3,3,2,2
1875,1,1,2,2,24,2,245,2,1,2,3,3,3,2
1876,1,1,2,2,2,35,245,2,3,2,3,3,3,2
1877,1,1,2,2,2,35,24,2,3,2,3,3,3,2
1878,1,1,2,2,2,3,24,2,3,2,3,3,3,2
1879,1,1,2,25,2,3,2,2,3,2,3,3,3,2
1880,1,1,2,25,2,1,2,2,3,2,3,3,3,2
1881,1,1,2,45,2,1,2,2,3,25,3,3,3,2
1882,1,1,2,45,45,25,2,2,3,25,3,3,3,245
1883,1,1,2,34,45,25,2,2,3,2,3,3,3,245
1884,1,1,2,34,4,2,2,2,3,2,3,3,3,24
1885,1,1,2,35,4,2,2,2,3,2,3,3,3,24
1886,1,1,2,35,24,2,2,2,3,2,3,35,3,24
1887,1,1,2,3,24,2,2,2,3,2,3,35,2,24
1888,1,1,2,3,24,2,2,2,3,2,3,345,2,24
1889,1,1,2,34,24,2,2,2,3,2,3,345,2,24
